Type,ID,last_checked,last_modified,last_vectorised,name,unique_name,unique_name,unique_name
artist,pearlstein_philip,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,philip pearlstein,pearlstein,pearlstein,pearlstein
artist,guston_philip,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,philip guston,guston,guston,guston
artist,hassam_childe,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,childe hassam,childe hassam,childe hassam,childe hassam
artist,paolozzi_eduardo,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,eduardo paolozzi,eduardo paolozzi,eduardo paolozzi,eduardo paolozzi
artist,tanning_dorothea,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,dorothea tanning,tanning,tanning,tanning
artist,spoerri_daniel,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,daniel spoerri,spoerri,spoerri,spoerri
artist,chase_william_merritt,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,william merritt chase,merritt chase,merritt chase,merritt chase
artist,daumier_honore,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,honoré daumier,honore daumier,honore daumier,honore daumier
artist,marsh_reginald,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,reginald marsh,reginald marsh,reginald marsh,reginald marsh
artist,botero_fernando,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,fernando botero,fernando botero,fernando botero,fernando botero
artist,cunningham_imogen,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,imogen cunningham,imogen,imogen,imogen
artist,antin_eleanor,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,eleanor antin,eleanor antin,eleanor antin,eleanor antin
artist,prendergast_maurice,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,maurice prendergast,prendergast,prendergast,prendergast
movement,hard_edge_painting,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,hard-edge painting,hard-edge,hard-edge,hard-edge
artist,soyer_raphael,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,raphael soyer,soyer,soyer,soyer
artist,ruhlmann_jacques_emile,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,émile-jacques ruhlmann,emile-jacques ruhlmann,emile-jacques ruhlmann,emile-jacques ruhlmann
artist,shahn_ben,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,ben shahn,shahn,shahn,shahn
artist,siqueiros_david_alfaro,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,david alfaro siqueiros,alfaro siqueiros,alfaro siqueiros,alfaro siqueiros
artist,prince_richard,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,richard prince,prince,prince,prince
artist,breuer_marcel,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,marcel breuer,breuer,breuer,breuer
artist,duncanson_robert,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,robert s. duncanson,duncanson,duncanson,duncanson
influencer,benjamin_walter,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,walter benjamin,,,
movement,fauvism,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,fauvism,fauvism,fauvism,fauvism
artist,gerome_jean_leon,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,jean-léon gérôme,jean-leon gerome,jean-leon gerome,jean-leon gerome
artist,henri_robert,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,robert henri,,,
artist,gilbert_and_george,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,gilbert & george,,,
artist,hartley_marsden,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,marsden hartley,marsden hartley,marsden hartley,marsden hartley
artist,fairey_shepard,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,shepard fairey,shepard fairey,shepard fairey,shepard fairey
artist,koons_jeff,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,jeff koons,koons,koons,koons
artist,dreier_katherine,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,katherine dreier,katherine dreier,katherine dreier,katherine dreier
movement,pictorialism,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,pictorialism,pictorialism,pictorialism,pictorialism
movement,orientalism,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,orientalism,orientalism,orientalism,orientalism
artist,carrington_leonora,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,leonora carrington,leonora,leonora,leonora
artist,hamilton_richard,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,richard hamilton,hamilton,hamilton,hamilton
artist,hammons_david,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,david hammons,hammons,hammons,hammons
movement,naturalism,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,naturalism,naturalism,naturalism,naturalism
artist,baskin_leonard,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,leonard baskin,baskin,baskin,baskin
artist,caro_anthony,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,anthony caro,caro,caro,caro
artist,kadishman_menashe,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,menashe kadishman,menashe kadishman,menashe kadishman,menashe kadishman
artist,saville_jenny,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,jenny saville,saville,saville,saville
artist,sonfist_alan,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,alan sonfist,alan sonfist,alan sonfist,alan sonfist
movement,romanesque_art,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,romanesque architecture and art,romanesque,romanesque,romanesque
artist,ryggen_hannah,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,hannah ryggen,ryggen,ryggen,ryggen
artist,tamayo_rufino,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,rufino tamayo,rufino tamayo,rufino tamayo,rufino tamayo
movement,british_pop_art,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,british pop art,,,
artist,van_eyck_jan,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,jan van eyck,jan eyck,jan eyck,jan eyck
artist,weems_carrie_mae,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,carrie mae weems,carrie mae weems,carrie mae weems,carrie mae weems
artist,boty_pauline,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,pauline boty,pauline boty,pauline boty,pauline boty
movement,superflex,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,superflex,superflex,superflex,superflex
artist,heartfield_john,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,john heartfield,heartfield,heartfield,heartfield
artist,whistler_james_abbott_mcneill,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,james abbott mcneill whistler,mcneill whistler,mcneill whistler,mcneill whistler
movement,independent_group,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,independent group,independent,independent,independent
artist,cassatt_mary,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,mary cassatt,cassatt,cassatt,cassatt
artist,astrup_nikolai,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,nikolai astrup,nikolai astrup,nikolai astrup,nikolai astrup
artist,watteau_jean_antoine,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,jean-antoine watteau,watteau,watteau,watteau
movement,nihonga,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,nihonga,nihonga,nihonga,nihonga
movement,bloomsbury_group_artists,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,the bloomsbury artists,bloomsbury,bloomsbury,bloomsbury
movement,public_art,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,public art,public,public,public
artist,leighton_frederic,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,frederic leighton,leighton,leighton,leighton
artist,motley_archibald,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,"archibald j. motley, jr.","archibald j. motley,","archibald j. motley,","archibald j. motley,"
artist,arbus_diane,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,diane arbus,diane arbus,diane arbus,diane arbus
artist,bloom_hyman,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,hyman bloom,hyman bloom,hyman bloom,hyman bloom
artist,frankenthaler_helen,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,helen frankenthaler,frankenthaler,frankenthaler,frankenthaler
artist,gropius_walter,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,walter gropius,gropius,gropius,gropius
artist,bazille_frederic,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,frédéric bazille,bazille,bazille,bazille
artist,rousseau_theodore,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,théodore rousseau,,,
artist,maciunas_george,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,george maciunas,maciunas,maciunas,maciunas
artist,pirosmani_niko,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,niko pirosmani,niko pirosmani,niko pirosmani,niko pirosmani
artist,vigee_le_brun_elisabeth_louise,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,elisabeth louise vigée le brun,elisabeth vigee brun,elisabeth vigee brun,elisabeth vigee brun
artist,segal_george,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,george segal,segal,segal,segal
artist,beuys_joseph,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,joseph beuys,beuys,beuys,beuys
artist,salle_david,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,david salle,salle,salle,salle
artist,fontana_lavinia,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,lavinia fontana,lavinia,lavinia,lavinia
artist,de_morgan_evelyn,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,evelyn de morgan,evelyn morgan,evelyn morgan,evelyn morgan
artist,fraser_andrea,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,andrea fraser,fraser,fraser,fraser
artist,magritte_rene,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,rené magritte,rene magritte,rene magritte,rene magritte
movement,op_art,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,op art,op,op,op
artist,winogrand_garry,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,garry winogrand,garry winogrand,garry winogrand,garry winogrand
artist,vertov_dziga,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,dziga vertov,dziga vertov,dziga vertov,dziga vertov
artist,graves_morris,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,morris graves,,,
artist,beaton_cecil,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,cecil beaton,cecil beaton,cecil beaton,cecil beaton
artist,neel_alice,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,alice neel,neel,neel,neel
artist,pei_i_m,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,i. m. pei,i. m. pei,i. m. pei,i. m. pei
artist,hockney_david,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,david hockney,hockney,hockney,hockney
artist,barney_matthew,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,matthew barney,matthew barney,matthew barney,matthew barney
movement,dada_and_surrealist_photography,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,dada and surrealist photography,,,
artist,kngwarreye_emily_kame,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,emily kame kngwarreye,kame kngwarreye,kame kngwarreye,kame kngwarreye
artist,zurbaran_francisco_de,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,francisco de zurbarán,zurbaran,zurbaran,zurbaran
artist,oliver_isabel,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,isabel oliver,isabel oliver,isabel oliver,isabel oliver
movement,video_art,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,video art,video,video,video
artist,atget_eugene,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,eugène atget,atget,atget,atget
artist,knight_leonard,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,leonard knight,knight,knight,knight
artist,lipchitz_jacques,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,jacques lipchitz,lipchitz,lipchitz,lipchitz
artist,bouguereau_william_adolphe,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,william-adolphe bouguereau,william-adolphe bouguereau,william-adolphe bouguereau,william-adolphe bouguereau
artist,kitaj_r_b,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,r.b. kitaj,r.b. kitaj,r.b. kitaj,r.b. kitaj
artist,nevelson_louise,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,louise nevelson,nevelson,nevelson,nevelson
artist,olitski_jules,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,jules olitski,olitski,olitski,olitski
artist,paik_nam_june,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,nam june paik,nam june paik,nam june paik,nam june paik
movement,russian_futurism,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,russian futurism,russian,russian,russian
artist,christo_and_jean_claude,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,christo and jeanne-claude,christo jeanne-claude,christo jeanne-claude,christo jeanne-claude
artist,kent_rockwell,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,rockwell kent,,,
artist,parks_gordon,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,gordon parks,gordon parks,gordon parks,gordon parks
artist,demuth_charles,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,charles demuth,demuth,demuth,demuth
artist,hoch_hannah,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,hannah höch,hoch,hoch,hoch
artist,thiebaud_wayne,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,wayne thiebaud,wayne thiebaud,wayne thiebaud,wayne thiebaud
artist,chardin_jean_baptiste_simeon,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,jean-baptiste-siméon chardin,jean-baptiste-simeon chardin,jean-baptiste-simeon chardin,jean-baptiste-simeon chardin
artist,kiefer_anselm,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,anselm kiefer,anselm kiefer,anselm kiefer,anselm kiefer
artist,van_der_weyden_rogier,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,rogier van der weyden,rogier weyden,rogier weyden,rogier weyden
artist,brancusi_constantin,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,constantin brâncuși,constantin brancusi,constantin brancusi,constantin brancusi
movement,straight_photography,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,straight photography,straight,straight,straight
artist,wesselmann_tom,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,tom wesselmann,tom wesselmann,tom wesselmann,tom wesselmann
artist,hepworth_barbara,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,barbara hepworth,hepworth,hepworth,hepworth
artist,parker_cornelia,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,cornelia parker,cornelia parker,cornelia parker,cornelia parker
artist,von_werefkin_marianne,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,marianne von werefkin,marianne werefkin,marianne werefkin,marianne werefkin
artist,vasarely_victor,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,victor vasarely,vasarely,vasarely,vasarely
artist,twombly_cy,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,cy twombly,cy twombly,cy twombly,cy twombly
artist,della_francesca_piero,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,piero della francesca,della,della,della
artist,vieira_da_silva_maria_helena,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,maria helena vieira da silva,helena vieira silva,helena vieira silva,helena vieira silva
artist,cattelan_maurizio,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,maurizio cattelan,maurizio cattelan,maurizio cattelan,maurizio cattelan
artist,hurtado_luchita,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,luchita hurtado,luchita hurtado,luchita hurtado,luchita hurtado
artist,caillebotte_gustave,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,gustave caillebotte,caillebotte,caillebotte,caillebotte
definition,avant_garde,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,avant-garde art,avant-garde,avant-garde,avant-garde
movement,barbizon_school,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,the barbizon school,barbizon,barbizon,barbizon
artist,cimabue,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,cimabue,cimabue,cimabue,cimabue
artist,orozco_gabriel,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,gabriel orozco,,,
artist,nash_paul,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,paul nash,nash,nash,nash
movement,constructivism,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,constructivism,constructivism,constructivism,constructivism
movement,salon_cubism,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,salon cubism,salon,salon,salon
artist,romney_george,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,george romney,romney,romney,romney
artist,bunuel_luis,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,luis buñuel,luis bunuel,luis bunuel,luis bunuel
artist,modersohn_becker_paula,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,paula modersohn-becker,modersohn-becker,modersohn-becker,modersohn-becker
artist,araki_nobuyoshi,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,nobuyoshi araki,nobuyoshi araki,nobuyoshi araki,nobuyoshi araki
artist,arman,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,arman,arman,arman,arman
movement,social_realism,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,social realism,,,
artist,clemente_francesco,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,francesco clemente,,,
artist,paalen_wolfgang,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,wolfgang paalen,paalen,paalen,paalen
artist,rivera_diego,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,diego rivera,rivera,rivera,rivera
definition,formalism,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,formalism in modern art,formalism,formalism,formalism
artist,signac_paul,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,paul signac,signac,signac,signac
artist,zhang_huan,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,zhang huan,zhang huan,zhang huan,zhang huan
artist,gehry_frank,08 March 2024 16:18,08 March 2024 16:18,08 March 2024 16:18,frank gehry,gehry,gehry,gehry
artist,daguerre_louis,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,louis daguerre,daguerre,daguerre,daguerre
artist,goldstein_jack,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,jack goldstein,goldstein,goldstein,goldstein
artist,millet_jean_francois,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,jean-françois millet,jean-francois millet,jean-francois millet,jean-francois millet
artist,feininger_lyonel,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,lyonel feininger,lyonel feininger,lyonel feininger,lyonel feininger
artist,gleizes_albert,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,albert gleizes,gleizes,gleizes,gleizes
artist,fabritius_carel,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,carel fabritius,carel fabritius,carel fabritius,carel fabritius
influencer,barr_alfred,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,alfred h. barr jr.,h. barr,h. barr,h. barr
artist,pechstein_max,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,max pechstein,pechstein,pechstein,pechstein
movement,british_impressionism,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,british impressionism,,,
artist,sherald_amy,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,amy sherald,amy sherald,amy sherald,amy sherald
movement,gothic_art_and_architecture,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,gothic art and architecture,gothic,gothic,gothic
artist,waring_laura_wheeler,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,laura wheeler waring,wheeler waring,wheeler waring,wheeler waring
definition,memento_mori_vanitas,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,memento mori and vanitas,memento mori vanitas,memento mori vanitas,memento mori vanitas
movement,expressionism,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,expressionism,,,
artist,andre_carl,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,carl andre,carl,carl,carl
artist,janco_marcel,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,marcel janco,janco,janco,janco
movement,sosaku_hanga_creative_prints,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,sōsaku-hanga creative prints,sosaku-hanga creative,sosaku-hanga creative,sosaku-hanga creative
movement,peredvizhniki,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,peredvizhniki,peredvizhniki,peredvizhniki,peredvizhniki
artist,pissarro_camille,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,camille pissarro,pissarro,pissarro,pissarro
definition,the_academy_of_art,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,the academy of art,academy,academy,academy
artist,harris_lawren,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,lawren stewart harris,lawren stewart harris,lawren stewart harris,lawren stewart harris
artist,burri_alberto,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,alberto burri,burri,burri,burri
movement,east_village_art,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,east village art,east village,east village,east village
movement,biomorphism,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,biomorphism,biomorphism,biomorphism,biomorphism
artist,bell_vanessa,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,vanessa bell,vanessa,vanessa,vanessa
artist,chamberlain_john,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,john chamberlain,chamberlain,chamberlain,chamberlain
artist,yuskavage_lisa,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,lisa yuskavage,lisa yuskavage,lisa yuskavage,lisa yuskavage
artist,cassils,08 March 2024 16:19,08 March 2024 16:19,08 March 2024 16:19,cassils,cassils,cassils,cassils
